settle_date,ticker,side,entry_price,contracts,result,settle_price,pnl_dollars,source_workflow
2026-06-03,KXHIGHAUS-26JUN03-B88.5,yes,0.3,3,yes,1.0,2.1,midday
2026-06-03,KXHIGHCHI-26JUN03-B82.5,no,0.76,3,yes,0.0,-2.28,midday
2026-06-03,KXHIGHAUS-26JUN03-B86.5,no,0.56,2,no,1.0,0.88,midday
2026-06-03,KXHIGHCHI-26JUN03-B82.5,no,0.76,1,yes,0.0,-0.76,midday
2026-06-03,KXHIGHAUS-26JUN03-B88.5,yes,0.28,3,yes,1.0,2.16,midday
2026-06-03,KXHIGHCHI-26JUN03-B84.5,no,0.38,1,no,1.0,0.62,midday
2026-06-03,KXHIGHAUS-26JUN03-B90.5,yes,0.1,12,no,0.0,-1.2,midday
2026-06-03,KXHIGHAUS-26JUN03-B88.5,yes,0.28,1,yes,1.0,0.72,midday
2026-06-03,KXHIGHNY-26JUN03-T83,yes,0.15,3,no,0.0,-0.45,midday
2026-06-03,KXHIGHAUS-26JUN03-B86.5,no,0.46,1,no,1.0,0.54,midday
2026-06-03,KXHIGHNY-26JUN03-B82.5,no,0.85,2,yes,0.0,-1.86,midday
2026-06-03,KXHIGHNY-26JUN03-B82.5,no,0.85,5,yes,0.0,-4.94,midday
2026-06-03,KXHIGHCHI-26JUN03-B82.5,no,0.58,1,yes,0.0,-0.58,midday
2026-06-03,KXHIGHLAX-26JUN03-B69.5,no,0.63,3,yes,0.0,-1.89,midday
2026-06-03,KXHIGHNY-26JUN03-T83,yes,0.15,4,no,0.0,-0.75,midday
2026-06-03,KXHIGHLAX-26JUN03-B71.5,no,0.34,1,no,1.0,0.66,midday
2026-06-02,KXHIGHNY-26JUN02-B75.5,no,0.66,5,yes,0.0,-3.3,midday
2026-06-02,KXHIGHNY-26JUN02-B75.5,yes,0.58,1,yes,1.0,0.42,midday
2026-06-01,KXHIGHNY-26JUN02-B75.5,yes,0.48,2,yes,1.0,1.04,midday
2026-06-01,KXHIGHLAX-26JUN01-B72.5,yes,0.64,6,yes,1.0,2.41,midday
2026-06-01,KXHIGHLAX-26JUN01-B72.5,yes,0.64,4,yes,1.0,1.55,midday
2026-06-01,KXHIGHNY-26JUN01-B70.5,no,0.7,12,yes,0.0,-8.41,midday
2026-06-01,KXHIGHLAX-26JUN01-B70.5,yes,0.17,48,no,0.0,-8.16,midday
2026-06-01,KXHIGHCHI-26JUN01-T72,no,0.6,3,yes,0.0,-2.27,midday
2026-06-01,KXHIGHNY-26JUN01-B70.5,no,0.7,20,yes,0.0,-14.69,midday
2026-06-01,KXHIGHCHI-26JUN01-T72,no,0.6,4,yes,0.0,-2.53,midday
2026-06-01,KXHIGHNY-26JUN01-T70,yes,0.26,9,no,0.0,-2.57,midday
2026-06-01,KXHIGHLAX-26JUN01-B74.5,yes,0.14,4,no,0.0,-0.65,midday
2026-06-01,KXHIGHNY-26JUN01-T70,yes,0.26,2,no,0.0,-0.69,midday
2026-06-01,KXHIGHNY-26JUN01-T70,yes,0.26,12,no,0.0,-3.24,midday
2026-06-01,KXHIGHLAX-26JUN01-B74.5,yes,0.14,7,no,0.0,-1.03,midday
2026-06-01,KXHIGHLAX-26JUN01-B74.5,yes,0.14,50,no,0.0,-7.0,midday
2026-06-01,KXHIGHLAX-26JUN01-B74.5,yes,0.14,5,no,0.0,-0.7,midday
2026-06-01,KXHIGHLAX-26JUN01-B74.5,yes,0.14,4,no,0.0,-0.56,midday
2026-06-01,KXHIGHNY-26JUN02-B77.5,yes,0.21,12,no,0.0,-2.52,midday
2026-06-01,KXHIGHCHI-26JUN02-B74.5,no,0.31,3,yes,0.0,-0.93,live
2026-06-01,KXHIGHNY-26JUN02-B77.5,no,0.22,2,no,1.0,1.56,midday
2026-06-01,KXHIGHCHI-26JUN02-B74.5,no,0.31,2,yes,0.0,-0.67,live
